Author,Comment,Like Count,Published At
@JakesterL,"Ah cool. It&#39;s great to see Shad and Metatron both great historical channels. I would love you guys to argue a point. Do some random dice roll to play devil&#39;s advocate for the first part, why a Lucerne hammer is better than a poleaxe, stuff like that. Then switch point of views for the second half. Anyway, great episode of FNT. 😊",0,2024-11-23T09:23:17Z
@galdalversgravekeeper5158,"<a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=9187"">2:33:07</a> dark souls and elden ring 2 examples",0,2024-11-23T09:19:58Z
@allanox,"ppl as Metatron/ Shad should be hired as advisors for such productions, it would make the movies like gladiator 2 so much more interesting and rewarding to watch",0,2024-11-23T09:18:58Z
@LisaGrimm-LG,"Jaguar used to have Eva Green in their commercials just a few years back, soon after they did that awesome campaign with Tom Hiddleston, Mark Strong and Ben Kingsley.<br>It&#39;s the war on hot white people, that&#39;s what it is.",0,2024-11-23T09:18:39Z
@tagarikamaruza8263,if this video meeting were a game console DREAMCAST!!!,0,2024-11-23T09:17:40Z
@rpg_haven,&quot;I love manual cars&quot; most Asian thing X-Ray Girl has ever said 🤣,0,2024-11-23T09:16:35Z
@tempusfugit7662,Papa Gundam on next week? I guess that will be a rumble-only episode after it gets taken down?,0,2024-11-23T09:15:14Z
@malumachado4561,"<a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=6890"">1:54:50</a> - Bit of useless trivia, Tandie Newton was born in RSA 🇿🇦 and so was Alice Krige (the Cyborg queen, Star Trek)",0,2024-11-23T09:04:22Z
@dayoltay,Woah Metatron is here?!?!,0,2024-11-23T09:04:02Z
@tool4132,Raycon brings new meaning to the word &quot;sounding.&quot;,0,2024-11-23T09:00:58Z
@pauloaraujo5156,.,0,2024-11-23T09:00:25Z
@ProducerJames91,"Just check greenland on google satellite images, and there is photos with a &quot;mars settlement&quot; out there, in canada/greenland.....",0,2024-11-23T08:59:52Z
@JW-nc3zr,"<a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=10973"">3:02:53</a> Wear a helmet",0,2024-11-23T08:57:43Z
@VJ_The_Vigilant_Guitarist,I think it was a missed opportunity to recast Djimon Hounsou as the merchant. Weather he was playing  the same  roll or not.,0,2024-11-23T08:56:09Z
@jetlox,Who is Christen Nova?,0,2024-11-23T08:42:54Z
@scoots0077,Wickiator wont quite be Barbenheimer.,0,2024-11-23T08:17:34Z
@xLovepie,Jesus christ. Trying to watch this on phone with no adblock is torture. Getting ads every 5min,0,2024-11-23T08:16:10Z
@veeclash4157,Rachel Zegler is box office poison. She is the most insufferable woman in Hollywood and Snow Woke is gonna FLOP HARD!,0,2024-11-23T07:59:31Z
@Hrodwulf9,"So, Pedro Pascal called half of America &#39;the bad guys from WW2&#39;? Guess that means he called them Russian Jews",0,2024-11-23T07:41:57Z
@valepu86,I can&#39;t believe it I am watching a lot of metatron videos these days cause I&#39;ve been lagging behind and now I see him on my favorite show. Ciao from Italy!,0,2024-11-23T07:38:52Z
@Hrodwulf9,Pedro Pascal called half of America the bad guys from WW2? Why would he call you Russian Jews?,0,2024-11-23T07:37:39Z
@themonkysuncle,"If Jaguar could get permission to use Welcome to the Machine and use it in an ad,that might be pretty cool 😊",0,2024-11-23T07:32:33Z
@BookSquirrelUK,"<a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=5793"">1:36:33</a> Robin Hood: Prince of Thieves is such a great film! Love Morgan Freeman in it, although, the whole cast was excellent.",0,2024-11-23T07:32:00Z
@stephanekaufmann411,Metatron!,0,2024-11-23T07:30:14Z
@Yogurt_Fingers,J.K. Rowling gets hate because gender ideology comes from the Talmud. It&#39;s Jewish..,0,2024-11-23T07:19:47Z
@bradleyroe6801,Poor Metatron.,0,2024-11-23T07:06:53Z
@proffesordickfacejr.4886,Them boys gave them guns away now they cant stop it lol,0,2024-11-23T07:02:59Z
@elCorciu,"One thing about arcane season 2: this time they went really hardcore on the League of Legends lore and universe, basically was mostly for fans of the game. We as fans love it, we like all the mentions, the subplots and the hints/easter eggs.. it&#39;s like Christmas on every episode. <br>I know from outsiders could be overwhelming and we are hoping on a big payoff in act 3 that will explain everything that could now be seen as plot holes, but I agree it&#39;s maybe too fast paced and the passage of time is not a clear as it was in the first season (also because here we don&#39;t have the aging element).<br>Overall I think League of Legends as a whole may be overwhelming at this point, it&#39;s niche, it&#39;s become huge by this point and there&#39;s been multiple overhauls of the universe, they are still changing some lore currently, trying to intertwine 160+ characters is massive ordeal and they want to make a MMO so it kinda has to be done, but it&#39;s like going down a rabbit hole.<br>I dropped the game 2 years ago, but I was so invested I still follow the development and the competitive scene, so to me and my league friends it&#39;s chef&#39;s kiss, but I completely understand why regular people may not like season 2 as much right now.",0,2024-11-23T07:02:21Z
@photodude24,Felt like Denzel was acting in a completely different movie. Entertaining he was but completely out of place.,0,2024-11-23T07:01:54Z
@zacharymcmillan2788,🎵&quot;SO FEAST ON ME! YEAH YEAH! ALL MY BONES ARE LAUGHING AS YOU&#39;RE DANCING ON MY GRAVE!!!&quot;🎵 <br>- Mr. Bungle - <br>&#39;Ars Moriendi&#39;,0,2024-11-23T06:51:59Z
@JUSTIFIEDB,Harry Potter is like LOTR if it was made by Fisher-Price .,0,2024-11-23T06:37:22Z
@BrianHart-s2d,"Hahaha,lol,after sexual reassignment obviosly he was going to be a blackman for a while,good grief😅😂😂",0,2024-11-23T06:29:14Z
@IannisMaragakis,"It’s safe to say, that these intros are 50% of FNT.",0,2024-11-23T06:09:45Z
@merryman9423,MY BOI META AND SHAD NOW THIS IS AWESOME!,0,2024-11-23T06:07:10Z
@merryman9423,MY BOI META FEATURED?! OH YEEEEES,0,2024-11-23T06:06:21Z
@brathernumzy,best into ever lol,0,2024-11-23T05:56:08Z
@JonathanBresnihan77,Wow METATRON is here? The Roman guy?! That&#39;s a new one. And where&#39;s Snarky Jay?,0,2024-11-23T05:52:58Z
@donniedraco4310,isn&#39;t Knights Watch the one that said &quot;Across the Spiderverse&quot; was trash? i will never take his opinion serious,0,2024-11-23T05:49:49Z
@JonathanBresnihan77,Wickiator sounds much better,0,2024-11-23T05:47:36Z
@thomasbrain8090,"<a href=""https://www.youtube.com/watch?v=-A4iz5OvKLc&amp;t=7441"">2:04:01</a>  how to train your dragon and Kung Fu Panda trilogies are the best CGI movies",0,2024-11-23T05:44:16Z
@garysmith9823,JKR is a leftist On every everything except the most insane issue. That&#39;s enough for her former friends to hate her.,0,2024-11-23T05:40:32Z
@djamel3010,"After seeing what he did with Napoleon there was little to no doubt he would fuck any historical aspect of Rome.<br>Arrêtez vous Mr Scott s&#39;il vous plait, ça suffit.",0,2024-11-23T05:29:44Z
@acecondor5716,Oh man these Ryan memes at the start of stream are killing me! 😂😂😂😂 Love Ryan 😂. Love ya Perry!,0,2024-11-23T05:24:49Z
@wwmandalore,"Jedi do have increased reflexes and speed, as well as telepathy.  So i think Luke could be Harry. But it&#39;d be tough.",0,2024-11-23T05:06:32Z
@samuel5591,Favourite game tutorial of mine is Blood Dragon - character is bitching about being forced to do basic shit like jumping and crouching - best example of when devs know exactly how the player feels but we have to do it for the new guys.,0,2024-11-23T04:33:10Z
@dandettmer7811,Death battle already did Luke Skywalker versus Harry Potter and Luke wins,0,2024-11-23T04:21:32Z
@Ford679,Fnt got a shout out for Eric j on Sara Gonzales show,0,2024-11-23T04:21:10Z
@josephmorelli3408,Gladiator 2 doesn&#39;t even mention the 2 just said &quot;Gladiator.&quot; False advertisement.,0,2024-11-23T04:18:06Z
@jodiestellar,"As a transwoman, I know I&#39;m a man. But I peacefully live my life as a woman. I keep myself to myself &amp; I&#39;m right-wing.<br><br>I bet the panel hasn&#39;t got a trans friend in their lives.<br><br>There are trans folk who are not Liberal or Far-Left.<br><br>Please don&#39;t tarnish us with the same brush.<br><br>Sane trans folk like myself just want to happily live our lives just like you.<br><br>And I can&#39;t stand woke DEI. And I&#39;m Pro-Trump",0,2024-11-23T04:09:48Z
@Tiah-mm8lp,Can you guys review Legend of the Seeker please. And maybe do some segments on Knights of the Old Republic.,0,2024-11-23T04:07:10Z
@lewisbenzie845,METATRON!!!!!!!!,0,2024-11-23T03:58:12Z
@DiegoSouto-fy9su,"If that Jaguar commercial had turned from those androgynous androids from a failed Bowie music video into Brosnan when they entered the car, that&#39;d be an awesome reversal of trends and an acknowledgment of what men&#39;s psyches like about cars. You enter as a zero but once you&#39;re in that tremendous machine, you&#39;ve graduated to not just a man, you&#39;re a god damn agent.",0,2024-11-23T03:21:26Z
@Sifu-intraining,Chrissie you are a sexy lady,0,2024-11-23T03:19:40Z
@TwoHanderVGC,"Great show, guys! No outro, boooooo",0,2024-11-23T03:11:45Z
@LordPhoton-rl4ot,No shit the metatron on FNT?! hells yes,0,2024-11-23T02:49:36Z
@someoldwhiteguy6961,Oh I forgot iWatch Metatron,0,2024-11-23T02:36:26Z
@sup3414,Grown a$$ men whining about fictional characters&#39; skin complexion. What types we live in😂.,0,2024-11-23T02:34:22Z
@thanksfernuthin,"Oh, that&#39;s what &quot;GLICKED&quot; means? BOOOO!!! I thought Martin Short&#39;s Jiminy Glick tore into so Hollywood crap! This is much less entertaining.",0,2024-11-23T02:29:54Z
@donniedraco4310,Compare Gladiator 2 with Blade Runner 2049 and The Matrix Resurrection be fair,0,2024-11-23T02:29:44Z
@karinefonte516,"OMG I missed my fav Italian samurai on FNT to go watch Gladiator 2, what a waste...",0,2024-11-23T02:20:08Z
@blackwoodrichmore4531,"Now, can we have everyone louder than everyone else?... 😕",0,2024-11-23T02:17:49Z
@belongaskip,so we&#39;re just skipping the outro now? so very sad. 😔,0,2024-11-23T02:14:35Z
@Nostromo2144,"No one ever said anything or in any way infringed upon their rights or identity as human beings. If they want to identify as whatever, more power to them - they are welcome to seek a mental health professional or not, don&#39;t really care, so long as they have the decency to do it in private. Which was absolutely fine for decades at least, until they started pushing their insanity on us, our entertainment and the world in general. Hell no!",0,2024-11-23T01:48:01Z
@edwardballiet2167,That forehead tune got legs like frosk bitten,0,2024-11-23T01:37:50Z
@caldodge,No ejecta ftom Chrissy? Sad!,0,2024-11-23T01:35:26Z
@EdB-qh4up,"Why, again, Pedro Pascal? He has the woke WHITE PASSING. You forgot what you already said, Gary @Nerdrotic . He will be back for ever.",0,2024-11-23T01:34:45Z
@Nostromo2144,So...Rhyanne Kinel? 8-/,0,2024-11-23T01:12:59Z
@patrickellison2939,"Forehead my ass... That&#39;s a 16 head, at least.",0,2024-11-23T01:11:53Z
@zhengyingli,"I agree with Ryan that people may not have that much problem with Astrid&#39;s casting in the How to Train Your Dragon live action movie, which is unfortunate because white people in America have no idea how deracinated they are.",0,2024-11-23T01:04:22Z
@jorgenjorgensen2739,Banger episode,0,2024-11-23T00:56:35Z
